"","aco","site","workgroup_collapsed","speakanon","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler"
"61",1,101,3,"interviewer",35,89.6,97.69,5.55,25.77,17.5,25.71,82.86,51.43,14.29,11.43,0,0,2.86,0,8.57,2.86,5.71,20,5.71,5.71,2.86,0,14.29,5.71,5.71,2.86,0,0,0,0,0,0,0,0,20,0,0,0,0,17.14,2.86,5.71,5.71,0,0,2.86,2.86,0,2.86,0,0,0,0,0,0,5.71,0,0,0,5.71,0,2.86,11.43,5.71,11.43,5.71,2.86,8.57,0,0,0,0,0,0,0,0,0,0,0,0
"62",1,101,3,"5dd96066",160,13.99,66.91,67.65,72.57,53.33,12.5,96.25,66.25,20.62,10.62,4.38,0,1.88,0,4.38,10,4.38,13.12,13.12,8.12,9.38,1.88,24.38,1.25,2.5,0.62,0,3.12,2.5,2.5,0,0,0,0,12.5,0,0,0,0,19.38,6.25,2.5,3.75,5.62,1.25,3.75,3.12,0.62,1.25,1.25,0.62,0,0.62,0,0,2.5,0.62,0.62,0.62,0.62,0,1.25,17.5,5,13.12,2.5,6.88,4.38,1.25,0,0,0,0,0,1.25,0,0,0,1.25,0
"63",1,101,3,"interviewer",22,87.28,91.35,11,99,11,18.18,77.27,50,13.64,9.09,0,0,4.55,0,4.55,4.55,0,22.73,9.09,0,4.55,0,22.73,0,0,0,0,4.55,13.64,13.64,0,0,0,0,13.64,0,0,0,0,18.18,0,0,0,13.64,4.55,4.55,4.55,4.55,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,18.18,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",1,101,3,"5dd96066",18,1,4.8,87.07,25.77,9,5.56,94.44,66.67,16.67,5.56,0,5.56,0,0,0,11.11,5.56,5.56,27.78,11.11,0,16.67,27.78,11.11,5.56,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,16.67,0,0,0,5.56,0,11.11,5.56,0,0,5.56,0,0,0,0,0,5.56,5.56,0,0,0,0,0,27.78,0,16.67,0,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0
"65",1,101,3,"interviewer",13,92.84,50,63.54,99,13,30.77,92.31,53.85,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,7.69,15.38,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,15.38,0,0,0,15.38,0,7.69,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,7.69,0,0,0,0,0,15.38,0,15.38,0,7.69,0,0,0,0,0,0,0,0,0,0,0
"66",1,101,3,"5dd96066",86,32.79,89.95,97.26,47.26,43,22.09,94.19,61.63,19.77,9.3,2.33,3.49,2.33,0,1.16,10.47,9.3,12.79,11.63,6.98,9.3,1.16,19.77,4.65,3.49,2.33,0,2.33,1.16,1.16,0,0,0,0,15.12,0,0,0,0,13.95,3.49,2.33,1.16,4.65,2.33,4.65,2.33,0,1.16,1.16,1.16,0,1.16,0,0,9.3,4.65,0,2.33,1.16,1.16,1.16,17.44,0,23.26,2.33,6.98,13.95,2.33,0,0,0,0,0,1.16,0,0,0,1.16,0
"67",1,101,3,"interviewer",19,48.42,70.08,50.35,25.77,19,10.53,84.21,57.89,15.79,5.26,0,0,5.26,0,0,10.53,10.53,10.53,10.53,5.26,10.53,0,21.05,5.26,5.26,0,0,5.26,0,0,0,0,0,0,10.53,0,0,0,0,21.05,0,10.53,0,5.26,0,10.53,5.26,0,5.26,0,0,0,0,0,0,5.26,0,0,0,5.26,0,5.26,15.79,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",1,101,3,"5dd96066",53,13.64,50,88.81,25.77,53,7.55,96.23,69.81,22.64,11.32,3.77,3.77,1.89,0,1.89,11.32,9.43,13.21,13.21,3.77,9.43,9.43,22.64,0,0,0,1.89,0,0,0,0,0,0,0,13.21,0,0,0,0,11.32,3.77,1.89,0,3.77,0,5.66,1.89,0,1.89,0,1.89,0,0,0,1.89,9.43,3.77,0,1.89,1.89,1.89,0,22.64,0,15.09,0,11.32,3.77,0,0,5.66,0,0,0,0,0,0,0,0,0
"69",1,101,3,"interviewer",3,1,99,1,25.77,3,66.67,100,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",1,101,3,"5dd96066",21,10.46,99,89.63,95.81,21,28.57,95.24,52.38,19.05,19.05,4.76,0,14.29,0,0,0,4.76,9.52,19.05,4.76,4.76,4.76,23.81,0,4.76,0,4.76,4.76,4.76,4.76,0,0,0,0,23.81,0,0,0,0,14.29,4.76,0,0,4.76,0,4.76,4.76,0,0,4.76,4.76,0,0,0,4.76,0,0,0,0,0,0,0,19.05,0,14.29,9.52,4.76,0,0,4.76,0,4.76,0,0,4.76,0,0,4.76,0,0
"71",1,101,3,"interviewer",1,92.84,50,1,99,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",1,101,3,"5dd96066",32,4.85,96.95,74.76,81.93,16,9.38,93.75,59.38,31.25,18.75,6.25,0,12.5,0,0,12.5,6.25,6.25,15.62,3.12,3.12,3.12,15.62,9.38,0,0,3.12,3.12,3.12,3.12,0,0,0,0,18.75,0,0,0,0,3.12,0,0,0,0,0,3.12,3.12,0,3.12,0,0,0,0,0,0,9.38,0,0,9.38,0,0,0,18.75,3.12,15.62,3.12,9.38,3.12,0,0,3.12,0,0,0,0,0,0,0,0,0
"73",1,101,3,"interviewer",3,17.96,50,98.01,25.77,3,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",1,101,3,"5dd96066",173,22.2,99,73.99,35.89,28.83,11.56,95.95,65.9,23.12,16.76,2.31,2.89,9.25,0,2.31,6.36,6.36,13.87,13.29,5.78,8.09,1.16,23.7,0.58,0.58,0.58,1.73,1.16,0.58,0.58,0,0,0,0,20.81,0,0,0,0,8.67,1.16,0.58,1.16,2.89,0.58,2.89,0.58,0,0.58,0,2.31,1.16,1.16,0,0,8.67,2.89,1.16,1.16,2.89,0.58,1.16,19.08,2.31,19.65,1.73,12.14,6.36,1.73,0,2.89,0,0,0,1.16,0,0,1.16,0,0
"75",1,101,3,"interviewer",55,41.15,57.22,21.98,87.86,27.5,25.45,83.64,63.64,16.36,7.27,0,0,1.82,0,5.45,9.09,3.64,18.18,10.91,3.64,9.09,5.45,14.55,0,3.64,0,0,0,3.64,3.64,0,0,0,0,16.36,0,0,0,0,12.73,0,0,1.82,5.45,0,10.91,0,0,0,0,5.45,0,5.45,0,0,7.27,1.82,1.82,0,3.64,0,3.64,9.09,0,7.27,0,5.45,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0
"76",1,101,3,"5dd96066",123,16.48,99,4.12,14.53,30.75,13.01,87.8,64.23,26.83,12.2,0,8.94,2.44,0,0.81,14.63,5.69,11.38,13.01,2.44,8.13,0.81,20.33,0.81,0,0.81,3.25,1.63,0.81,0,0.81,0,0,0,16.26,0,0,0,0,8.13,0.81,0.81,1.63,3.25,0.81,2.44,0.81,0,0,0.81,3.25,0,3.25,0,0,14.63,9.76,0.81,4.07,0,0,3.25,13.82,2.44,8.94,0.81,2.44,5.69,2.44,0,0,0,0,0,0.81,0,0,0,0.81,0
"77",1,101,3,"interviewer",19,63.17,29.92,19.27,25.77,19,15.79,94.74,63.16,5.26,0,0,0,0,0,0,5.26,15.79,10.53,15.79,10.53,10.53,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,5.26,5.26,0,5.26,0,0,0,0,10.53,0,10.53,0,0,15.79,0,0,15.79,0,0,0,21.05,5.26,15.79,0,0,5.26,10.53,0,0,0,0,0,0,0,0,0,0,0
"78",1,101,3,"5dd96066",97,49.66,62.16,10.29,44.66,16.17,20.62,86.6,57.73,11.34,7.22,3.09,2.06,0,1.03,1.03,4.12,10.31,12.37,13.4,5.15,13.4,0,17.53,5.15,2.06,0,1.03,0,3.09,2.06,1.03,0,0,0,7.22,0,0,1.03,0,14.43,3.09,2.06,6.19,4.12,0,3.09,0,0,0,0,5.15,0,5.15,0,0,11.34,2.06,0,6.19,2.06,1.03,2.06,15.46,3.09,11.34,2.06,3.09,2.06,0,0,0,0,0,0,2.06,0,0,1.03,1.03,0
"79",1,101,3,"interviewer",1,92.84,1,99,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",1,101,3,"5dd96066",58,63.92,91.6,91.69,25.77,19.33,12.07,86.21,62.07,18.97,10.34,0,3.45,3.45,0,3.45,8.62,6.9,18.97,8.62,5.17,8.62,0,12.07,3.45,3.45,3.45,0,1.72,0,0,0,0,0,0,10.34,0,0,0,0,6.9,0,1.72,0,1.72,1.72,3.45,1.72,1.72,0,0,1.72,0,1.72,0,0,8.62,3.45,0,5.17,0,0,1.72,8.62,0,25.86,5.17,13.79,3.45,0,0,0,0,0,0,0,0,0,0,0,0
"81",1,101,3,"interviewer",16,11.24,99,7.84,99,16,31.25,93.75,56.25,18.75,12.5,0,0,12.5,0,0,6.25,6.25,6.25,12.5,12.5,6.25,0,18.75,6.25,0,6.25,0,0,6.25,6.25,0,0,0,0,12.5,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,12.5,0,0,12.5,0,0,0,18.75,0,6.25,0,6.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0
"82",1,101,3,"5dd96066",59,5.92,43.26,45.61,25.77,14.75,15.25,91.53,69.49,30.51,11.86,3.39,0,0,0,8.47,18.64,3.39,13.56,10.17,11.86,5.08,1.69,16.95,6.78,5.08,0,0,6.78,0,0,0,0,0,0,11.86,0,0,0,0,22.03,5.08,1.69,1.69,3.39,1.69,8.47,0,0,0,0,0,0,0,0,0,6.78,0,5.08,1.69,0,0,0,18.64,1.69,5.08,3.39,1.69,3.39,6.78,0,0,0,0,0,0,0,0,0,0,0
"83",1,101,3,"interviewer",10,99,50,1,25.77,10,10,80,60,0,0,0,0,0,0,0,0,10,30,10,10,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
"84",1,101,3,"5dd96066",37,1,39.34,10.62,75.85,37,8.11,100,78.38,35.14,5.41,2.7,2.7,0,0,0,29.73,8.11,8.11,21.62,8.11,5.41,2.7,24.32,2.7,2.7,10.81,0,5.41,2.7,2.7,0,0,0,0,2.7,0,0,0,0,16.22,5.41,5.41,0,2.7,0,2.7,2.7,0,0,2.7,2.7,0,2.7,0,0,5.41,2.7,2.7,0,0,0,2.7,21.62,0,2.7,0,2.7,0,0,0,0,0,0,0,2.7,0,0,2.7,0,0
"85",1,101,3,"interviewer",28,1.8,50,1.06,25.77,28,21.43,92.86,71.43,25,7.14,0,0,3.57,0,3.57,17.86,3.57,10.71,25,3.57,3.57,7.14,28.57,7.14,3.57,0,0,3.57,0,0,0,0,0,0,7.14,0,0,0,0,21.43,7.14,0,3.57,10.71,0,3.57,3.57,0,0,3.57,0,0,0,0,0,3.57,0,3.57,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",1,101,3,"5dd96066",78,29.09,60.13,17.46,25.77,19.5,10.26,93.59,57.69,21.79,12.82,2.56,0,0,0,10.26,8.97,2.56,14.1,12.82,2.56,3.85,3.85,25.64,2.56,0,1.28,2.56,0,2.56,1.28,1.28,0,1.28,0,11.54,0,0,0,0,16.67,3.85,1.28,5.13,0,3.85,2.56,0,0,0,0,1.28,0,0,1.28,0,3.85,0,2.56,0,1.28,0,5.13,16.67,0,11.54,2.56,3.85,5.13,7.69,0,0,0,0,0,2.56,0,0,2.56,0,0
"87",1,101,3,"interviewer",12,6.55,79.76,1,99,12,25,100,58.33,25,0,0,0,0,0,0,25,8.33,8.33,16.67,8.33,8.33,0,25,16.67,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,16.67,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,16.67,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",1,101,3,"5dd96066",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"89",1,101,3,"interviewer",5,1,2.31,43.37,25.77,5,20,100,100,40,0,0,0,0,0,0,40,0,0,40,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",1,101,3,"5dd96066",14,1,23.75,89.63,99,14,14.29,100,64.29,21.43,7.14,7.14,0,0,0,0,14.29,0,0,28.57,7.14,14.29,7.14,35.71,7.14,0,0,0,7.14,7.14,7.14,0,0,0,0,14.29,0,0,0,0,35.71,14.29,0,0,7.14,7.14,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,35.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",1,101,3,"interviewer",129,46.56,73.24,3.47,90.1,21.5,23.26,88.37,56.59,11.63,5.43,0.78,0.78,1.55,0,2.33,6.2,9.3,10.85,13.95,6.98,8.53,0.78,19.38,2.33,0.78,3.1,2.33,2.33,3.88,3.88,0,0,0,0,7.75,0,0,0,0,18.6,1.55,3.1,0,13.18,0,2.33,0.78,0,0,0,6.2,0,6.2,0,0,6.2,0.78,0,3.1,2.33,0,2.33,16.28,3.1,5.43,0.78,3.88,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0,0
"92",1,101,3,"5dd96066",228,5.09,85.38,44.54,33.33,20.73,13.16,97.37,59.65,25,15.79,3.95,3.51,1.32,0,7.02,9.21,3.51,7.02,12.72,5.7,7.89,2.63,26.32,2.19,0.88,2.63,1.75,2.19,2.19,1.32,0.88,0,0.44,0,15.35,0,0,0,0,17.54,6.14,0,3.51,5.7,2.19,3.07,3.07,1.32,0.88,0.88,7.02,0.88,6.14,0,1.32,11.4,3.51,3.07,1.32,3.07,0.44,0.44,26.32,3.07,10.53,0.88,3.95,5.7,1.75,1.32,0,0,0,0,0.44,0,0,0.44,0,0
"93",1,101,3,"interviewer",29,49.46,50,69.96,85.87,14.5,24.14,86.21,58.62,6.9,3.45,0,0,3.45,0,0,3.45,10.34,13.79,17.24,6.9,10.34,3.45,24.14,13.79,6.9,3.45,3.45,3.45,3.45,3.45,0,0,0,0,3.45,0,0,0,0,24.14,3.45,10.34,0,10.34,0,3.45,0,0,0,0,0,0,0,0,0,10.34,0,6.9,0,6.9,0,0,17.24,6.9,17.24,6.9,6.9,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0
"94",1,101,3,"5dd96066",76,41.02,25.52,67.26,97.58,10.86,9.21,98.68,64.47,22.37,9.21,5.26,2.63,1.32,0,0,13.16,7.89,15.79,10.53,6.58,2.63,5.26,23.68,2.63,3.95,1.32,0,2.63,5.26,5.26,0,0,0,0,5.26,0,0,0,0,22.37,2.63,5.26,0,5.26,3.95,5.26,2.63,1.32,0,1.32,5.26,0,3.95,0,0,9.21,2.63,2.63,3.95,5.26,0,1.32,19.74,3.95,10.53,5.26,3.95,1.32,0,0,0,0,0,0,0,0,0,0,0,0
"95",1,101,3,"interviewer",28,99,76.25,13.15,99,14,21.43,78.57,35.71,3.57,0,0,0,0,0,0,3.57,3.57,21.43,3.57,0,3.57,0,7.14,3.57,0,0,0,0,10.71,10.71,0,0,0,0,10.71,0,0,0,0,10.71,3.57,0,3.57,3.57,0,3.57,0,0,0,0,3.57,0,3.57,0,0,3.57,3.57,0,0,0,0,0,7.14,0,10.71,0,10.71,0,0,0,0,0,0,0,21.43,0,21.43,0,21.43,0
"96",1,101,3,"5dd96066",29,15.89,50,98.71,99,9.67,6.9,89.66,48.28,24.14,13.79,6.9,0,3.45,0,3.45,10.34,0,10.34,10.34,3.45,3.45,3.45,20.69,3.45,0,3.45,0,3.45,10.34,10.34,0,0,0,0,10.34,0,0,0,0,17.24,6.9,3.45,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,13.79,0,0,6.9,6.9,0,3.45,20.69,0,17.24,0,10.34,6.9,0,0,0,0,0,0,6.9,0,3.45,6.9,0,0
"97",1,101,3,"interviewer",4,99,99,74.76,25.77,4,25,100,50,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",1,101,3,"5dd96066",4,92.84,50,74.76,25.77,4,0,100,50,25,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,25,0,0,25,0,0
"99",1,101,3,"interviewer",2,92.84,50,1,99,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"100",1,101,3,"5dd96066",107,7.98,77.26,84.55,42.74,15.29,13.08,87.85,63.55,23.36,12.15,1.87,1.87,1.87,0,6.54,11.21,4.67,11.21,10.28,9.35,8.41,4.67,20.56,4.67,0.93,1.87,0,0.93,4.67,2.8,1.87,0,0.93,0.93,14.02,0,0.93,0,0,12.15,1.87,0,1.87,1.87,3.74,3.74,6.54,3.74,1.87,0,1.87,0,1.87,0,0,6.54,1.87,0.93,3.74,0,0,2.8,14.95,1.87,21.5,3.74,12.15,5.61,0.93,0,0,0,0,0,0,0,0,0,0,0
"101",1,101,3,"interviewer",66,87.28,43.98,85.21,54.29,11,21.21,86.36,51.52,12.12,7.58,4.55,0,1.52,0,1.52,4.55,6.06,19.7,7.58,6.06,4.55,0,16.67,3.03,3.03,0,1.52,0,1.52,1.52,0,0,0,0,7.58,0,0,0,0,15.15,0,1.52,0,10.61,1.52,6.06,0,0,0,0,1.52,0,1.52,0,0,16.67,1.52,10.61,3.03,10.61,0,1.52,13.64,3.03,16.67,6.06,3.03,7.58,12.12,0,0,0,0,0,0,0,0,0,0,0
"102",1,101,3,"5dd96066",26,42.69,12.43,99,25.77,8.67,11.54,92.31,53.85,15.38,15.38,11.54,0,3.85,0,0,0,7.69,11.54,11.54,7.69,3.85,3.85,23.08,0,3.85,0,3.85,7.69,0,0,0,0,0,0,7.69,0,0,0,0,15.38,7.69,0,0,3.85,0,7.69,3.85,0,3.85,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,15.38,3.85,11.54,0,0,11.54,0,3.85,0,0,0,0,0,0,0,0,0,0
"103",1,101,3,"interviewer",3,99,50,98.01,25.77,3,0,100,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,33.33,0,0,33.33,0,0
"104",1,101,3,"5dd96066",110,15.78,79.34,66.98,94.75,18.33,9.09,92.73,64.55,23.64,12.73,3.64,0.91,0.91,0,7.27,10.91,5.45,13.64,13.64,7.27,8.18,0.91,20.91,8.18,7.27,1.82,0.91,2.73,6.36,5.45,0.91,0,0,0,15.45,0,0,0,0,14.55,1.82,3.64,0,4.55,0.91,4.55,1.82,0.91,0,0,0.91,0,0.91,0,0,6.36,1.82,1.82,0.91,1.82,0.91,0,17.27,1.82,13.64,0.91,5.45,8.18,1.82,0,0.91,0,0,0,0.91,0,0,0,0.91,0
"105",1,101,3,"interviewer",20,37.39,69.14,1,25.77,6.67,15,85,55,25,10,0,0,0,0,10,15,10,5,5,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,15,5,5,0,5,5,5,0,0,0,0,0,0,0,10,0,0,0,10,0,10,15,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",1,101,3,"5dd96066",2,92.84,50,1,25.77,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"107",1,101,3,"interviewer",13,82,77.92,17.46,99,6.5,23.08,84.62,53.85,7.69,7.69,0,0,0,0,7.69,0,7.69,15.38,15.38,0,7.69,0,23.08,0,0,0,0,7.69,15.38,15.38,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,7.69,7.69,0,15.38,0,15.38,0,7.69,0,0,0,0,0,7.69,0,0,7.69,0,0
"108",1,101,3,"5dd96066",128,14.75,59.26,95.6,39.75,12.8,5.47,96.09,62.5,25,10.16,5.47,1.56,1.56,0,1.56,14.84,3.91,13.28,15.62,3.12,6.25,2.34,28.91,6.25,3.91,1.56,2.34,5.47,0.78,0.78,0,0,0,0,10.16,0,0,0,0,14.84,5.47,0.78,0.78,5.47,0.78,3.12,2.34,0,0.78,1.56,0,0,0,0,0,3.12,1.56,0,0.78,0.78,0,0.78,21.09,3.12,17.97,3.12,5.47,10.16,0.78,1.56,0.78,0,0,0,0.78,0,0,0,0.78,0
"109",1,101,3,"interviewer",14,47.35,92.33,1,25.77,14,0,85.71,64.29,21.43,7.14,0,0,7.14,0,0,14.29,7.14,14.29,14.29,7.14,0,0,35.71,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0,0,14.29,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",1,101,3,"5dd96066",54,25.71,57.35,79.42,98.27,18,5.56,96.3,72.22,25.93,12.96,7.41,1.85,3.7,0,0,12.96,7.41,14.81,11.11,3.7,11.11,0,20.37,1.85,3.7,5.56,0,1.85,5.56,5.56,0,0,0,0,7.41,0,0,0,0,18.52,7.41,3.7,5.56,3.7,1.85,3.7,5.56,1.85,0,1.85,0,0,0,0,0,5.56,1.85,0,1.85,1.85,0,3.7,16.67,1.85,12.96,1.85,9.26,1.85,1.85,1.85,0,0,0,0,1.85,0,0,0,0,0
"111",1,101,3,"interviewer",17,99,50,66.34,25.77,17,5.88,88.24,52.94,5.88,0,0,0,0,0,0,5.88,17.65,23.53,0,5.88,5.88,0,5.88,5.88,11.76,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,5.88,0,17.65,0,11.76,5.88,5.88,0,0,0,0,0,5.88,0,0,0,5.88,0
"112",1,101,3,"5dd96066",180,1.66,41.22,65.14,17.67,20,12.78,94.44,69.44,29.44,10.56,5.56,0,4.44,0,0.56,18.89,3.33,11.11,15.56,6.11,12.22,1.67,25,2.78,3.33,5,2.78,1.11,0.56,0,0.56,0,0,0,7.22,0,0,0,0,22.22,3.33,3.33,5,6.67,2.22,6.67,4.44,2.22,0,2.22,0,0,0,0,0,5.56,0.56,1.67,1.11,1.67,0.56,1.67,18.33,2.78,12.78,1.67,6.11,5.56,1.67,0,0.56,0,0,0,0.56,0,0,0.56,0,0
"113",1,101,3,"interviewer",22,20.93,67.52,85.21,99,22,31.82,81.82,40.91,9.09,4.55,0,0,4.55,0,0,4.55,0,4.55,13.64,4.55,9.09,0,18.18,13.64,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,4.55,0,4.55,13.64,0,0,0,9.09,4.55,9.09,0,0,0,0,0,0,0,0,0,13.64,0,0,13.64,0,0,0,18.18,0,18.18,0,13.64,4.55,9.09,0,0,4.55,0,0,0,0,0,0,0,0
"114",1,101,3,"5dd96066",46,19.36,86.15,16.76,25.77,23,10.87,97.83,69.57,19.57,10.87,0,4.35,0,6.52,0,8.7,8.7,10.87,17.39,8.7,4.35,2.17,23.91,2.17,0,2.17,4.35,2.17,0,0,0,0,0,0,13.04,0,0,8.7,0,4.35,0,0,0,2.17,0,4.35,0,0,0,0,2.17,0,2.17,0,0,6.52,4.35,0,0,2.17,0,2.17,21.74,0,17.39,4.35,6.52,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0
"115",1,101,3,"interviewer",8,71.61,10.58,7.84,25.77,8,12.5,87.5,62.5,12.5,0,0,0,0,0,0,12.5,25,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",1,101,3,"5dd96066",189,8.54,97.14,2.82,45.2,14.54,13.23,93.12,65.08,28.04,20.11,4.76,0,5.29,8.47,1.59,7.94,5.29,12.17,15.34,4.76,7.41,1.59,22.22,1.59,0.53,2.12,1.06,2.12,2.12,1.59,0.53,0.53,0,0,22.22,0,0,8.99,0,10.58,3.17,2.12,0,4.23,0.53,2.12,3.7,0,2.65,1.06,1.59,0,1.59,0,0,4.76,0.53,2.12,1.06,1.59,0,1.06,21.16,1.06,7.94,1.06,2.65,3.7,2.65,0,0,1.06,0,0,1.06,0,0,1.06,0,0
